Comentário,Nota
"não consigo entender quando , sobre parcelado e rotativo , as meu limite acaba e fico sem comprar , preciso que vcs aumenta meu limite se não fosse isso daria 10",9
excelente cartão em tudo .,10
tudo muito simples ... porém queria receber minha fatura no email ...,5
"fila imensa como sempre no jardins . poxa , perdemos +-30min . haja paciência .",5
temos várias empresas com zero de anuidades e várias outras vantagens,4
"rapidez , confiança e credibilidade",10
com o cartão do mim ajuda bastante nas horas mais necessária . obrigado pela confiança .,10
bem aceito,9
há vários anos sou cliente do e nunca me decepcionei com essa instituição,10
o cartao e top,10
muito burocrático,5
"para continuar a sempre querer estar melhorando , nuca se conformar com sua conquista sempre podendo melhorar .",9
"indicaria um amigo , por quê o cartão é muito bom .",10
o aplicativo está péssimo,4
e um bom cartão,9
praticidade !,10
cartão aceito em qualquer estabelecimento .,10
fiz uma compra para dividir em dois pagamento que alegaram uma mercadoria que estava em oferta somente para cidade de ipatinga e nunca vi uma promoção direcionada somente para uma cidade e não para o cliente que tem o cartão . confesso não ter gostado principalmente depois de ter passado no caixa tive que retirar com um saco de ração e volta-lo para o lugar . eu sempre falei muito bem desta empresa .,1
"eu dei nota dez porque sou bem atendida nas lojas em todos os sentidos , e agradeço muito por isso .",10
o sempré uso do cartão  nas horas que presisamos,9
sim,9
posso fazer compras em qualquer estabelecimento comercial,10
credibilidade,10
facilidade na compra e forma de parcelamento excelente .,9
"é muito importante , e encontramos tudo que queremos nas redes . gratificante .",10
"sempre tem limite , só falta aumentar o meu limite",10
satisfação sem problemas,10
minha compra foi para minha alimentaçao e tambem alimentaçao para meus a i.ais .,8
pq e um cartão bom para fazer compras,7
bom atendimento e facidades de pagamento,10
melhor cartão . uso sempre,10
"a facilidade , e a credibilidade . aceito até nos mercados concorrentes .",10
o atendimento e o valor do produto foram ótimos !,10
app é muito ruim esse app devia ser como o do hiper card,8
ótimo,8
fácil de manuseio .. sem complicação,10
anuidade e colocam tx de sms sem nos avisar,3
atendimento agradável,9
"entendo que os direitos só prevalece pra a empresa e não pra o consumidor , mês anterior meu esposo pagou a mesma fatura duas vezes e pra ter retorno do valor até hoje não foi possível , teve que ficar como crédito , procuro pagar em dias prá respeitar os seus direitos mas va percebi que vcs só vive de vantagem , estou super xatiada , por isso vou pagar o que devo e cancelar essa porcaria desse cartão , e outra favor olhar quanto estou pagando de fatura , isso não é justo .",1
a aceitação e confiabilidade nas minhas compras .,10
"rápido , atende nossas ligações , suporte , limite altos",10
"eu , tenho o tempo que a loja de salvador bahia existe meu cartão não aumenta o limite , e pouco usa e pago anuidade cara , praticamente pago anuidade o ano inteiro , e meu cartão não é de crédito só posso usar no próprio ! !",8
um bom cartão,8
bom atendimento fácil e rápida,10
uma nota aceitável pelo atendimento dispensado,8
pela questao do credito parcelado depender do rotativo e qd vou passar algo . e sempre dá saldo insuficiente,1
agilidade nas autorizações .,10
"o motivo da minha nota 10 é porque eu gosto muito de ser cliente do  , preciso que vcs lembrem de mim aumenta o meu limite do cartão .",10
gosto muito do cartão,10
porque eu gosto desse cartão,10
descontos na compra com o cartão,10
eu quero deixar minha satisfação em ter o cartão,9
satisfação . aumente o limite .,10
ofertas,10
descontos bons e muitas ofertas,10
já faz um tem que queria o cartão agora estou feliz por te-lô,10
a não cobrança de anuidade,8
"o melhor cartão para se comprar , eletrodomésticos , alimentos e produtos para casa .",10
"esse cartão pra mim e maravilhoso , sempre q preciso dele eu nunca fico em falta .",10
um excelente cartão,10
e um excelente cartão,10
aceitação no mercado,10
e ótimo lugar para comprar eletrodomésticos,8
é bom e posso utilizar em vários lugares,8
competencia,10
diversidade dos produtos e bom atendimento,9
"vou dar essa nota , porque gosto muito de comprar com vocês , porém o aumento de limite leva séculos , preciso de um aumento",9
"tudo de bom , cartão e aplicativo",10
"gosto bastante do cartão q tenho da empresa de vcs , mas não consigo fazer compras presenciais , por isso o motivo da nota oito . mas mesmo com esse contratempo agradeço a confiança .",8
"anuidade , a demora da compensação do pagamento e não aumenta o limite .",2
"compro tudo que preciso em um mesmo lufar , alem das promoçoes e parcelamento sem juros .",10
o poderia facilitar a compra de mercado com o cartão . flexibilizar o pagamento em mais parcelas sem juros .,5
"o valor da anuidade eu considero alta , o limite não aumenta , na verdade não indicaria .",4
muito bom gostei,10
"indicaria uma nota menor pq faz muitos anos que possuo e nunca tive aumento nenhum de limites , tô até pensando em cancelar o cartão depois dessa fatura .",5
precisa melhorar nos preços . o atendimento é muito bom .,8
há ainda alguns planejamentos que necessitam ser ajustados .,8
"estou usando agora , mais ainda estou analisando ele , então no momento vou dar essa nota .",8
tranquilo,8
facilidade em comprar,10
facilidade com algumas vantagens e aceitação em todos estabelecimento .,8
"quando tenho problema com a fatura , ex : a fatura não chegou , não consigo resolver no  . e a anuidade deveria vir . somente se tivesse débito .",7
falta de maís promoções,7
vcs não dá limite alto,0
o limite que é pouco,6
é um cartão aceito em todo lugar e ainda dar desconto na rede,10
"taxas de anuidade tem melhorado , porém ainda assim me faz pensar se uso ou não o cartão .",5
"a anuidade e muito alta em relação aos outros cartões . o limite não e automático o que defaz com tempo , ou seja , após 03 anos você não poderá comprar um ar condicionado .",3
mais conforto e segurança,10
"pela facilidades que ele nos oferece das compras e a segurança , só uma coisa a reclamar é que eu queria ver todas vezes que eu fizesse uma compra enviasse para o meu e-mail a minha compra do dia .",9
sou cliente hã muito tempo e sempre muito satisfeita .,10
supriu minhas expectativas,10
muito fácil de comprar,10
"devido às poucas vantagens como parcelamento que o cobra juros , enquanto outros mercados a exemplo do assaí ñ cobra , e promoções e descontos do app que muitas vzs falta o produto .",6
por ser um pouco confuso de entender ... ? ? ? ?,8
atendimento muito bom,8
a três meses eu procuro com o funcionário do  presidente kennedy para que o meu cartão me der todas as informações que eu preciso não consigo . estou pensando em mudar de cartão .,3
porque amo as ofertas e o atendimento é muito atencioso,9
top,10
"boa noite , nem gastei o limite do cartão e ele nem passou em outra compra",0
eu ter conseguido o cartão . os produtos de boa qualidade . obatendimento é bom .,10
ótimo cartão,10
juros muito alto caso haja parcelamento no cartão,1
sobre limite . gostaria de almentar meu limite,0
funcionários super atenciosos,10
a facilidade é aceitação,10
"esse limite rotativo , que ñ é parcelado",8
porque é um cartão que compra em qualquer estabelecimento fora q o atendimento é nota mil .,10
nunca tem problemas nas compras são aprovadas bem rápido,10
vc tem limite mas por causa do rotativo vc não pode fazer a compra .,7
porque o cartão aprovou a compra rapidamente e deu tudo certo obrigada .,10
a facilidade na operação de comprar .,8
atendimento atenção responsabilidade agilidade,10
"falta mais agilidade em termos de tempo nas cxs , , os juros são mt alto quando passa do vencimento , poucos fiscais na hora que luz vermelha qd solicitados pela cx uma demora mt grande p se resolver .",9
não consigo baixar 0 app,3
eu não fiz nenhuma compra meu cartão foi clonado .,0
"o atendimento é bom , os preços tbm .",10
taxas de juros muito alta . o limite não aumenta .,0
qualidade nos produtos ótimos precos,10
no aplicativo tenho limite é na hora da compra da resusado,0
a questão de limites,5
"sempre fui bem atendida , gosto das promoções e já tenho este cartão há muitos anos . sempre nos ajuda na condição de pagamento . parabéns pelo serviços prestado a nossa cidade de alagoinhas .",10
porque gosto muito da aceitação em todos os lugares,10
ausência de resolução para problemas de clonagem,0
atendimento preços do produto rapidez,10
pq quando pago a fatura mesmo tendo limite só é liberado depois de 3 dias,8
e que tem limite no cartão mas quando vc vai passar não autoriza,2
depois de anos usando o cartão o limite de avista e parcelado continua baixo .,5
poderia ser melhor se o parcelamento fosse sem juros ou júris menores,7
melhor cartão,10
otimo pra conpra em todos us lugares,10
porque é um cartão onde todos os lugares aceitar,10
as promoções e descontos sempre bons .,10
preço e atendimento facilidade de pagamento,9
"apesar de que ainda não tenho cartão com bandeira , mas eu gosto sou bem atendida , mercadorias sempre novas , enfim é tudo de bem .",10
pelo atendimento pela variedade e por tudo que a loja oferece tenho andado em outros supermercados e é só conversa por isso que dou preferência ao  boa noite,10
"é um cartão muito bem aceito no comércio , nunca tive problema nenhum ! !",9
por poder usar em todp comercio,10
bom cartão,8
bom limite de crédito .,10
a facilidade de aceitação no comércio,9
,9
não consigo a segunda via do meu cartao,4
vantagem em parcelamento,10
eu tenho mais de 20 anos com cartão pego em dia e me cobra anuidade tenho outros que não me cobra ainda devide em parcelas até de 24 sem juros se não tirar a anuidade vou cancelar ok um abraço milton,0
"fica a desejar a cobrança de anuidade em cartão exclusivo para alimento . já foi decidido na justiça suspender essa tarifa que é ilegal , mas ? ? ? ? ? ? ? ?",8
vcs nunca aumenta o limite desse cartão já tenho ele a muito tempo e nunca aumentou meu limite por favor aumente aí,7
"encontrei tudo que procurei , e o atendimento no caixa foi satisfatório .",10
não dou nota 10 por causa da anuidade !,6
"gosto do tratamento , das promoções ! quanto mais promoções melhor pra todos .",10
uso esse cartão a quase trinta anos ok,10
vcs estão vendendo as mercadorias muito caro sem distinção,2
porque este cartão é maravilhoso é eu gostei muito,10
atendimento com agilidade,10
anuidade cara da uso esse cartão a anos nunca aumentou o limite em breve vou cancelar esse cartão,1
tem sido bem aceito no mercado e tem retorno de compra rápida,7
tudo otimo,9
"eu gosto de comprar nas lojas de vcs e gosto de comprar com o cartão pela facilidade , só não gosto da demora nas filas e da falta de interesse dos funcionários em agilizar o trabalho , alguma funcionárias deixam de se ligar no trabalho para bater papo e atender amigos econhecidos na frente , deixando o pessoal da fila de castigo .",8
o mercado e muito bom,10
na verdade o cartão ele é excelente por ser sou cliente a mais de 10 anos e nunca tive problemas sempre atendeu as necessidades . esse é um dos motivos . ok ....,10
"gosto do cartão para uso no bazar e eletrodomésticos . mas , na compra de alimentos poderia parcelar sem juros . tenho tentado por meses entrar no cartão via aplicativo . já liguei , tentei whastapp , recadastrei-me por várias vezes e não se resolve . precisa melhorar o suporte ao cliente .",8
